The video is over!
The video is over!
The video is over!
The video is over!
   Frame Number   Queue Density Dynamic Density
            384        0.242499        0.000000
            385        0.242983        0.000000
            386        0.243718        0.000000
            387        0.244363        0.000000
            388        0.244211        0.000000
            389        0.244671        0.000000
            390        0.245455        0.000000
            391        0.246309        0.000000
            392        0.245949        0.000000
            393        0.245918        0.000000
            394        0.247016        0.000000
            395        0.247653        0.000000
            396        0.247472        0.000000
            397        0.247653        0.000000
            398        0.248623        0.000000
            399        0.249172        0.000000
            400        0.249293        0.000000
            401        0.249981        0.000000
            402        0.251179        0.000000
            403        0.252431        0.000000
            404        0.252892        0.000000
            405        0.253937        0.000000
            406        0.255613        0.000000
            407        0.257830        0.000000
            408        0.258847        0.000000
            409        0.260253        0.000000
            410        0.262503        0.000000
            411        0.265187        0.000000
            412        0.266610        0.000000
            413        0.268614        0.000000
            414        0.270982        0.000000
            415        0.274131        0.000000
            416        0.276137        0.000000
            417        0.278221        0.000000
            418        0.281381        0.000000
            419        0.284625        0.000000
            420        0.286797        0.000000
            421        0.289549        0.000000
            422        0.293270        0.000000
            423        0.296437        0.000000
            424        0.299060        0.000000
            425        0.301969        0.000000
            426        0.305989        0.000000
            427        0.309626        0.000000
            428        0.312543        0.000000
            429        0.316177        0.000000
            430        0.320446        0.000000
            431        0.324410        0.000000
            432        0.327708        0.000000
            433        0.331715        0.000000
            434        0.336046        0.000000
            435        0.340197        0.000000
            436        0.343733        0.000000
            437        0.347652        0.000000
            438        0.352005        0.000000
            439        0.356499        0.000000
            440        0.360056        0.000000
            441        0.363482        0.000000
            442        0.366839        0.000000
            443        0.370669        0.000000
            444        0.374495        0.000000
            445        0.377822        0.000000
            446        0.380759        0.000000
            447        0.383814        0.000000
            448        0.387328        0.000000
            449        0.390430        0.000000
            450        0.393127        0.000000
            451        0.395796        0.000000
            452        0.399069        0.000000
            453        0.401753        0.000000
            454        0.404549        0.000000
            455        0.406752        0.000000
            456        0.409748        0.000000
            457        0.412370        0.000000
            458        0.414333        0.000000
            459        0.416303        0.000000
            460        0.419201        0.000000
            461        0.421058        0.000000
            462        0.422261        0.000000
            463        0.423941        0.000000
            464        0.426350        0.000000
            465        0.427638        0.000000
            466        0.428907        0.000000
            467        0.430840        0.000000
            468        0.432715        0.000000
            469        0.433686        0.000000
            470        0.434558        0.000000
            471        0.436042        0.000000
            472        0.438093        0.000000
            473        0.438983        0.000000
            474        0.439284        0.000000
            475        0.440653        0.000000
            476        0.442472        0.000000
            477        0.443483        0.000000
            478        0.443830        0.000000
            479        0.444912        0.000000
            480        0.446562        0.000000
            481        0.447522        0.000000
            482        0.448537        0.000000
            483        0.449522        0.000000
            484        0.450733        0.000000
            485        0.451326        0.000000
            486        0.452034        0.000000
            487        0.453136        0.000000
            488        0.454374        0.000000
            489        0.454323        0.000000
            490        0.455006        0.000000
            491        0.456176        0.000000
            492        0.457052        0.000000
            493        0.456929        0.000000
            494        0.457539        0.000000
            495        0.458624        0.000000
            496        0.460058        0.000000
            497        0.460238        0.000000
            498        0.460847        0.000000
            499        0.462063        0.000000
            500        0.464140        0.000000
            501        0.464407        0.000000
            502        0.465545        0.000000
            503        0.467300        0.000000
            504        0.469597        0.000000
            505        0.470609        0.000000
            506        0.471883        0.000000
            507        0.473032        0.000000
            508        0.475621        0.000000
            509        0.476919        0.000000
            510        0.478333        0.000000
            511        0.479310        0.000000
            512        0.481940        0.000000
            513        0.483254        0.000000
            514        0.484647        0.000000
            515        0.486086        0.000000
            516        0.488470        0.000000
            517        0.490424        0.000000
            518        0.492007        0.000000
            519        0.493842        0.000000
            520        0.495927        0.000000
            521        0.498051        0.000000
            522        0.499855        0.000000
            523        0.501554        0.000000
            524        0.503659        0.000000
            525        0.506194        0.000000
            526        0.508078        0.000000
            527        0.509707        0.000000
            528        0.511782        0.000000
            529        0.514547        0.000000
            530        0.516178        0.000000
            531        0.517645        0.000000
            532        0.519702        0.000000
            533        0.522564        0.000000
            534        0.523547        0.000000
            535        0.525083        0.000000
            536        0.526687        0.000000
            537        0.529467        0.000000
            538        0.530103        0.000000
            539        0.531644        0.000000
            540        0.532917        0.000000
            541        0.535576        0.000000
            542        0.533098        0.000000
            543        0.534373        0.000000
            544        0.535634        0.000000
            545        0.537733        0.000000
            546        0.534785        0.000000
            547        0.535794        0.000000
            548        0.536779        0.000000
            549        0.538543        0.000000
            550        0.535438        0.000000
            551        0.536710        0.000000
            552        0.537262        0.000000
            553        0.538685        0.000000
            554        0.536022        0.000000
            555        0.536754        0.000000
            556        0.536933        0.000000
            557        0.537473        0.000000
            558        0.535163        0.000000
            559        0.535513        0.000000
            560        0.535554        0.000000
            561        0.535990        0.000000
            562        0.533348        0.000000
            563        0.533825        0.000000
            564        0.533871        0.000000
            565        0.533962        0.000000
            566        0.531578        0.000000
            567        0.532084        0.000000
            568        0.532241        0.000000
            569        0.532668        0.000000
            570        0.530560        0.000000
            571        0.531288        0.000000
            572        0.531736        0.000000
            573        0.532406        0.000000
            574        0.530625        0.000000
            575        0.531272        0.000000
            576        0.531916        0.000000
            577        0.532915        0.000000
            578        0.531596        0.000000
            579        0.532024        0.000000
            580        0.532193        0.000000
            581        0.533259        0.000000
            582        0.534928        0.000000
            583        0.535411        0.000000
            584        0.535376        0.000000
            585        0.536458        0.000000
            586        0.538191        0.000000
            587        0.538934        0.000000
            588        0.538871        0.000000
            589        0.539628        0.000000
            590        0.541505        0.000000
            591        0.542195        0.000000
            592        0.541206        0.000000
            593        0.542594        0.000000
            594        0.544034        0.000000
            595        0.544946        0.000000
            596        0.544580        0.000000
            597        0.546652        0.000000
            598        0.547589        0.000000
            599        0.548386        0.000000
            600        0.548348        0.000000
            601        0.550544        0.000000
            602        0.551881        0.000000
            603        0.552875        0.000000
            604        0.553069        0.000000
            605        0.555736        0.000000
            606        0.556480        0.000000
            607        0.557576        0.000000
            608        0.558438        0.000000
            609        0.560691        0.000000
            610        0.561632        0.000000
            611        0.562786        0.000000
            612        0.563862        0.000000
            613        0.565702        0.000000
            614        0.567043        0.000000
            615        0.568239        0.000000
            616        0.569529        0.000000
            617        0.570485        0.000000
            618        0.571907        0.000000
            619        0.573234        0.000000
            620        0.574904        0.000000
            621        0.575960        0.000000
            622        0.577083        0.000000
            623        0.578283        0.000000
            624        0.580020        0.000000
            625        0.580821        0.000000
            626        0.582032        0.000000
            627        0.582893        0.000000
            628        0.585153        0.000000
            629        0.586310        0.000000
            630        0.587761        0.000000
            631        0.588328        0.000000
            632        0.591688        0.000000
            633        0.592736        0.000000
            634        0.593983        0.000000
            635        0.594115        0.000000
            636        0.597454        0.000000
            637        0.598017        0.000000
            638        0.599107        0.000000
            639        0.599171        0.000000
            640        0.602625        0.000000
            641        0.603314        0.000000
            642        0.605276        0.000000
            643        0.605130        0.000000
            644        0.608472        0.000000
            645        0.608992        0.000000
            646        0.611409        0.000000
            647        0.611153        0.000000
            648        0.613387        0.000000
            649        0.613951        0.000000
            650        0.615910        0.000000
            651        0.615729        0.000000
            652        0.617694        0.000000
            653        0.618377        0.000000
            654        0.620193        0.000000
            655        0.620183        0.000000
            656        0.621452        0.000000
            657        0.622336        0.000000
            658        0.623895        0.000000
            659        0.623905        0.000000
            660        0.625017        0.000000
            661        0.625669        0.000000
            662        0.627470        0.000000
            663        0.627062        0.000000
            664        0.628335        0.000000
            665        0.629125        0.000000
            666        0.630784        0.000000
            667        0.628517        0.000000
            668        0.629630        0.000000
            669        0.629877        0.000000
            670        0.631872        0.000000
            671        0.629866        0.000000
            672        0.631063        0.000000
            673        0.630800        0.000000
            674        0.633307        0.000000
            675        0.632027        0.000000
            676        0.632766        0.000000
            677        0.632613        0.000000
            678        0.635592        0.000000
